,OE
10038,32.083522
10039,136.31146099999998
10040,256.20505648
10041,149.600456
10042,283.849014
10043,792.3743910000001
10044,260.825249
10045,133.116078
10046,94.71887400000001
10047,132.766693
10048,901.0431169999999
10049,909.068424
10050,125.054666
10051,122.028503
10052,135.12068499999998
10053,234.616328
10054,252.995186
10055,117.07881300000001
10056,137.83066499999995
10057,106.39934399999999
10058,94.886784
10059,91.652336
10060,232.51833399999998
10061,163.154021
10062,118.740109
10063,113.693096
10064,139.146712
10065,243.642311
10066,86.54156499999999
10067,105.62244
10068,222.655735
10069,192.916414
10070,154.44153
10071,183.57798300000002
10072,155.701304
10073,886.63309
10074,80.123257
10075,84.64476400000001
10076,204.58469199999996
10077,184.16034800000003
10078,139.731364
10079,129.492928
10080,262.324979
10081,253.753346
10082,139.023813
10083,129.346496
10084,257.085822
10085,178.60136699999998
10086,143.563847
10087,293.61514500000004
10088,85.06401600000001
10089,80.392087
10090,126.082116
10091,138.72790700000002
10092,103.08715600000001
10093,147.813628
10094,170.05685499999998
10095,174.63339200000001
10096,252.727681
10097,146.120878
10098,86.85198499999998
10099,70.90123
10100,144.11800799999997
10101,162.291317
10102,100.02070300000001
10103,274.584367
10104,255.535745
10105,157.671332
10106,37.938307
10107,130.708393
10108,765.35897
10109,81.01414600000001
10110,38.081898
10111,102.08152600000001
10112,32.083522
10113,219.84891299999998
10114,131.617684
10115,249.935661
10116,146.301218
10117,145.168506
10118,38.059306
10119,202.170547
10120,815.1509430000001
10121,203.737949
10122,800.652597
10123,133.61332000000002
10124,144.418425
10125,106.447663
10126,118.49032199999999
10127,133.355038
10128,157.25647500000002
10129,315.621568
10130,259.208606
10131,861.047626
10132,238.475147
10133,890.613793
10134,32.083522
10135,147.062442
10136,873.6030720000001
10137,783.274713
10138,263.69987899999995
10139,150.115031
10140,125.73019299999999
10141,260.772268
10142,219.39788499999997
10143,841.0632840000001
10144,223.54422499999998
10145,133.561467
10146,191.440594312
10147,284.98270099999996
10148,129.54528499999998
10149,133.565677
10150,72.761009
10151,245.860256
10152,149.92370100000002
10153,252.571641
10154,133.992164
10155,320.68002800000005
10156,237.32738
10157,142.88788899999997
10158,135.872705
10159,207.72574099999997
10160,115.11458299999998
10161,38.065381
10162,138.95921900000002
10163,271.35807500000004
10164,140.01376299999998
10165,187.04341100000002
10166,158.01339
10167,93.84046699999999
10168,154.782798
10169,275.674125
10170,219.88336899999996
10171,848.2528130000001
10172,158.377783
10173,103.70792300000001
10174,173.52184400000002
10175,39.216459
10176,74.702606
10177,130.623099
10178,120.948839
10179,134.112576
10180,260.29744900000003
10181,110.81071299999999
10182,166.47730900000002
10183,38.039665
10184,121.709272
10185,271.677817
10186,280.267598
10187,168.693424
10188,42.920039
10189,144.122541
10190,134.67102500000001
10191,94.40587300000001
10192,122.378726
10193,119.304344
10194,32.083522
10195,110.95481699999999
10196,144.63044100000002
10197,326.609535
10198,814.5949250000001
10199,174.19657400000003
10200,38.0756
10201,173.00286699999998
10202,141.91669100000001
10203,93.64981300000001
10204,222.30076099999997
10205,138.118755
10206,106.365253
10207,135.237006
10208,274.61983000000004
10209,245.279257
10210,165.028307
10211,935.5514760000001
10212,99.999981
10213,32.083569
10214,121.254813
10215,162.735093
10216,120.25903
10217,107.09745099999999
10218,86.968345
10219,178.51918799999999
10220,207.18106699999998
10221,142.302546
10222,229.33882
10223,131.411793
10224,100.733606
10225,124.534549
10226,251.196918
10227,136.270447
10228,260.08919499999996
10229,101.488112
10230,269.040145
10231,38.314206
10232,146.181129
10233,123.347147
10234,140.353622
10235,283.67192
10236,100.429168
10237,84.646917
10238,100.293327
10239,343.03794500000004
10240,216.01684799999998
10241,122.45036999999999
10242,172.200964
10243,155.529135
10244,145.743893
10245,86.84958
10246,265.180713
10247,120.605435
10248,148.789271
10249,455.39540800000003
10250,791.968844
10251,262.420069
10252,132.91915600000002
10253,38.022608999999996
10254,160.85297299999996
10255,796.921331
10256,147.63095499999997
10257,65.71436599999998
10258,155.742359
10259,267.622422
10260,32.083522
10261,230.818066
10262,325.882413
10263,146.563809
10264,32.083522
10265,145.369935
10266,154.43977600000002
10267,152.47148199999998
10268,97.13774500000001
10269,319.603506
10270,145.39553
10271,88.89419699999999
10272,128.37175
10273,120.50255299999999
10274,232.34383899999997
10275,262.837416
10276,337.858696
10277,837.8609730000001
10278,37.948536
10279,32.083522
10280,105.32175099999999
10281,185.002019
10282,236.813967
10283,88.891868
10284,138.778527
10285,239.58905
10286,145.62091799999996
10287,207.688766
10288,142.755423
10289,275.588135
10290,146.98754100000002
10291,157.70650999999998
10292,38.054542
10293,38.085755999999996
10294,96.33426800000001
10295,289.08003899999994
10296,784.8588480000001
10297,124.29857900000002
10298,92.074864
10299,304.412066
10300,130.658256
10301,139.502952
10302,190.15690700000002
10303,251.401443
10304,108.483448
10305,224.14838299999997
10306,266.28292
10307,159.274226
10308,258.269022
10309,226.51695138999997
10310,133.863874
10311,125.22597299999998
10312,173.7475
10313,147.674802
10314,171.095019
10315,120.233008
10316,160.09190099999995
10317,257.947777
10318,114.48837900000001
10319,155.690838
10320,274.642489
10321,106.09014499999999
10322,155.088251
10323,121.68012300000001
10324,92.95375899999999
10325,849.128074
10326,148.03890800000002
10327,264.01325
10328,163.197108
10329,271.10333299999996
10330,187.50313379
10331,794.265664
10332,236.94845899999996
10333,109.1971
10334,874.133806
10335,134.21632899999997
10336,159.18943000000002
10337,114.156847
10338,153.993931
10339,775.225529
10340,123.524985
10341,861.2527680000001
10342,225.618137
10343,107.163766
10344,226.342015
10345,142.75061100000002
10346,116.32787400000001
10347,131.91655500000002
10348,140.48612500000002
10349,152.149921
10350,125.863203
10351,290.13093499999997
10352,784.2921220000001
10353,97.483665
10354,91.03717700000001
10355,142.86219200000002
10356,796.6510270000001
10357,919.8124479999999
10358,150.34104699999997
10359,217.969248
10360,141.84245799999997
10361,831.096974
10362,800.492882
10363,127.55602900000001
10364,100.110663
10365,111.512659
10366,174.92987599999998
10367,919.8550250000001
10368,160.245946
10369,181.63100500000002
10370,94.062329
10371,257.19557399999997
10372,217.73499099999998
10373,337.70110800000003
10374,126.59932500000001
10375,165.373919
10376,153.90284399999996
10377,87.027368
10378,98.513059
10379,121.528174
10380,940.6354900000001
10381,103.247947
10382,188.91319700000003
10383,37.993677
10384,146.422126
10385,240.377838
10386,250.11407099999997
10387,251.857834
10388,140.395331
10389,172.593461
10390,241.26559799999998
10391,984.9687779999999
10392,83.91593600000002
10393,126.698181
10394,153.214816
10395,65.53100799999999
10396,119.19647599999999
10397,150.738836
10398,223.41251999999997
10399,814.934606
10400,38.956331999999996
10401,143.97634699999998
10402,142.816734
10403,37.935315
10404,97.55846
10405,78.26058600000002
10406,176.83141300000003
10407,328.97022300000003
10408,794.008257
10409,76.83862099999999
10410,38.098798
10411,223.43208299999998
10412,276.532603
10413,37.954825
10414,156.455194
10415,148.692673
10416,88.97945100000001
10417,779.564629
10418,140.41093
10419,125.43785400000002
10420,310.94973699999997
10421,128.94621899999999
10422,779.4194110000001
10423,32.083522
10424,323.375943
10425,214.40804699999995
10426,140.96382499999999
10427,32.083522
10428,795.475891
10429,225.052036
10430,832.26324
10431,132.132381
10432,145.01569500000002
10433,32.083522
10434,112.85451499999999
10435,159.956018
10436,248.48430299999998
10437,119.79625099999998
10438,32.083554
10439,38.011735
10440,781.047073
10441,85.34667400000001
10442,104.574312
10443,315.557064
10444,118.61502300000001
10445,906.204473
10446,38.094243
10447,124.328454
10448,141.48739600000002
10449,186.689636
10450,168.45655399999998
10451,38.471373
10452,265.79707099999996
10453,141.256036
10454,71.09118799999999
10455,145.411989
10456,838.5933950000001
10457,150.199138
10458,122.502955
10459,127.41856700000001
10460,153.01834599999995
10461,135.97511500000002
10462,258.864168
10463,101.251753
10464,382.222131
10465,38.668373
10466,141.595649
10467,70.22996499999999
10468,101.96944800000001
10469,119.444716
10470,136.33934399999998
10471,38.018157
10472,157.53638
10473,156.46782900000002
10474,137.29439200000002
10475,169.756628
10476,144.34722399999998
10477,131.556282
10478,121.72028700000001
10479,89.57941300000002
10480,81.15059500000001
10481,72.255172
10482,192.98076600000002
10483,115.74705900000001
10484,112.22036700000001
10485,147.534807
10486,143.040567
10487,874.784778
10488,32.083522
10489,111.79381900000001
10490,780.714455
10491,277.565152
10492,800.1951220000001
10493,870.715054
10494,38.417627
10495,103.539723
10496,144.234868
10497,182.096639
10498,165.28955000000002
10499,230.42716099999998
10500,32.083522
10501,138.767797
10502,131.614925
10503,236.94158699999997
10504,837.53954
10505,146.12936099999996
10506,803.0952629999999
10507,116.133549
10508,187.17327899999998
10509,118.348035
10510,136.40363199999996
10511,116.45840899999999
10512,244.71504399999998
10513,124.66083500000002
10514,866.16363
10515,279.823801
10516,168.68874599999998
10517,248.09134499999996
10518,38.062861
10519,185.72065600000002
10520,319.084117
10521,170.62955
10522,158.968743
10523,38.126889
10524,260.237742
10525,37.960004
10526,342.351202
10527,152.85699599999998
10528,167.79821199999998
10529,96.793623
10530,38.043539
10531,164.93506299999999
10532,146.43868700000002
10533,38.26638
10534,130.742703
10535,152.64724999999999
10536,127.17638399999998
10537,263.92330899999996
10538,785.894974
10539,157.769297
10540,160.714654
10541,107.73124200000001
10542,148.156978
10543,142.843566
10544,275.948447
10545,323.057595
10546,138.46428
10547,129.967873
10548,135.11934299999996
10549,239.140474
10550,218.657356
10551,163.922149
10552,129.044478
10553,270.039537
10554,134.373412
10555,832.200754
10556,100.87769200000001
10557,269.734671
10558,32.083522
10559,110.48217800000002
10560,38.049697
10561,789.6335979999999
10562,133.938606
10563,114.883578
10564,61.086884
10565,170.32215599999998
10566,138.600516
10567,132.27078999999998
10568,249.43372799999997
10569,145.34809500000003
10570,826.080524
10571,295.535533
10572,124.414113
10573,38.072736
10574,150.301498
10575,279.723523
10576,78.725876
10577,226.239333
10578,165.53337699999997
10579,140.028841
10580,217.87897599999997
10581,286.260717
10582,164.29541799999998
10583,150.02558699999997
10584,277.304947
10585,818.629265
10586,141.969584
10587,121.823034
10588,232.59369999999996
10589,97.23800200000001
10590,142.61157400000002
10591,158.723373
10592,217.56975799999998
10593,143.36014
10594,147.18647099999998
10595,131.803843
10596,249.77411099999998
10597,188.48414300000002
10598,800.8478379999999
10599,264.061567
10600,192.51032600000002
10601,32.083522
10602,254.61258399999997
10603,264.362918
10604,148.514294
10605,265.13130299999995
10606,106.568014
10607,806.7243510000001
10608,326.615084
10609,831.5280700000001
10610,323.75973799999997
10611,38.099055
10612,117.54800499999999
10613,159.186124
10614,843.0888809999999
10615,32.083522
10616,126.348651
10617,104.72834399999999
10618,102.073099
10619,82.23270500000001
10620,38.066976
10621,171.804906
10622,81.15716900000001
10623,148.042796
10624,102.03885300000002
10625,145.173909
10626,143.781193
10627,38.544856
10628,130.020088
10629,32.083522
10630,273.68212900000003
10631,38.085281
10632,142.982038
10633,120.040696
10634,38.739716
10635,119.477757
10636,850.530283
10637,88.72374400000001
10638,125.658605
10639,852.0253540000001
10640,38.663619
10641,155.07521199999996
10642,814.4266319999999
10643,115.79934300000001
10644,880.084505
10645,120.74594000000002
10646,32.083522
10647,268.237305
10648,148.490856
10649,773.976392
10650,815.939742
10651,163.734304
10652,263.674644
10653,263.99076
10654,855.7855139999999
10655,783.3174859999999
10656,143.15356
10657,272.38832
10658,38.065962999999996
10659,122.18186800000001
10660,45.949539
10661,789.6515730000001
10662,150.355459
10663,151.23698699999997
10664,106.685698
10665,154.289362
10666,183.449048
10667,229.472866
10668,151.55021599999998
10669,131.720008
10670,71.053597
10671,103.78346099999999
10672,175.333943
10673,141.47594
10674,149.39339999999999
10675,78.37255100000002
10676,37.992586
10677,154.933137
10678,127.02361299999998
10679,144.342195
10680,145.746377
10681,76.882094
10682,159.938305
10683,290.78727000000003
10684,103.45070799999999
10685,152.81768699999998
10686,146.86135199999995
10687,32.083522
10688,802.0108580000001
10689,167.11848099999997
10690,123.19835600000002
10691,105.77852099999998
10692,145.201643
10693,171.955608
10694,131.19030800000002
10695,832.898981
10696,130.23083499999998
10697,132.478654
10698,322.23538
10699,806.2973139999999
10700,198.327789
10701,122.402522
10702,73.10343
10703,150.05620900000002
10704,130.36166
10705,197.984642
10706,84.71662
10707,102.124649
10708,129.83963
10709,211.46671599999996
10710,183.215988
10711,166.09943199999998
10712,142.05384899999999
10713,256.313152
10714,73.84643
10715,176.67602999999997
10716,80.258971
10717,934.455727
10718,139.48243100000002
10719,103.92604700000001
10720,37.96919
10721,126.20440099999998
10722,76.695785
10723,217.217855
10724,97.92739700000001
10725,149.999403
10726,123.557116
10727,890.780507
10728,261.07807442800004
10729,38.043825
10730,841.5987909999999
10731,777.7789869999999
10732,139.696992
10733,812.793451
10734,144.317441
10735,160.35371
10736,32.083855
10737,38.103499
10738,803.640228
10739,830.3234279999999
10740,32.083522
10741,165.95021400000002
10742,792.496783
10743,872.7873340000001
10744,37.889479
10745,115.66279499999999
10746,853.7059959999999
10747,146.326566
10748,101.770539
10749,145.729432
10750,145.03894499999996
10751,141.829586
10752,276.04853599999996
10753,145.89305000000002
10754,140.47893299999998
10755,123.31689499999999
10756,111.719202
10757,232.38183599999996
10758,167.14329999999995
10759,116.73462
10760,76.031511
10761,253.16014599999997
10762,38.108454
10763,875.5879649999999
10764,106.432787
10765,101.74371499999998
10766,118.882993
10767,91.519139
10768,95.18064799999999
10769,313.537673
10770,167.935403
10771,134.48726
10772,107.36846399999999
10773,78.313052
10774,32.083657
10775,140.766537
10776,249.180168
10777,113.57097399999998
10778,164.725356
10779,97.550137
10780,895.6223299999999
10781,148.363109
10782,100.858875
10783,109.659608
10784,85.71114
10785,203.543117
10786,138.06447099999997
10787,260.88989200000003
10788,791.8711310000001
10789,98.024184
10790,156.90884499999999
10791,178.00498799999997
10792,141.070158
10793,318.305402
10794,84.963191
10795,38.101072
10796,129.153827
10797,107.87543100000002
10798,152.95480299999997
10799,125.502744
10800,128.944396
10801,177.381203
10802,126.51697
10803,261.277458
10804,132.97121099999998
10805,32.083522
10806,774.6604010000001
10807,147.93409499999996
10808,134.83028
10809,71.252501
10810,38.596404
10811,247.323471
10812,38.070242
10813,38.009446
10814,136.94485000000003
10815,145.430819
10816,38.604745
10817,79.620386
10818,149.592692
10819,132.730595
10820,159.48841299999998
10821,101.102722
10822,244.74787699999996
10823,166.829006
10824,131.866534
10825,67.069475
10826,122.18084
10827,130.749161
10828,235.36490399999997
10829,207.063175
10830,315.48296
10831,111.26134699999999
10832,350.405784
10833,249.944165
10834,239.15601799999996
10835,115.28024333
10836,139.262778
10837,113.41010999999999
10838,110.40847699999999
10839,118.029888
10840,85.253165
10841,269.230657
10842,108.93072400000001
10843,109.288926
10844,137.136223
10845,195.554694
10846,152.356357
10847,122.237217
10848,96.64143200000001
10849,145.08605400000002
10850,155.607112
10851,137.908209
10852,156.85263400000002
10853,137.48941299999996
10854,227.774407
10855,88.65222299999999
10856,111.641346
10857,149.350243
10858,139.385336
10859,144.38420399999995
10860,108.068872
10861,78.93345300000001
10862,128.42411
10863,139.077956
10864,148.95669199999998
10865,150.267135
10866,272.877657
10867,135.447883
10868,207.330127
10869,162.93363300000001
10870,32.083522
10871,80.631811
10872,143.288262
10873,176.685097
10874,116.069637
10875,188.8523
10876,258.42531099999997
10877,37.990212
10878,247.20307
10879,127.30382900000001
10880,41.541322
10881,841.960489
10882,126.988224
10883,264.102532
10884,32.083522
10885,147.15115400000002
10886,238.109625
10887,815.217523
10888,123.94854600000001
10889,178.89060700000002
10890,153.498094
10891,230.149788
10892,96.509375
10893,179.00862199999997
10894,120.154076
10895,151.850192
10896,142.57199100000003
10897,232.23522499999999
10898,136.71492
10899,113.72660499999998
10900,152.175421
10901,109.41204800000001
10902,262.91409300000004
10903,145.475814
10904,38.337666999999996
10905,122.968446
10906,277.376565
10907,75.249784
10908,98.36708800000001
10909,132.487755
10910,125.56337299999998
10911,365.864845
10912,144.75527200000002
10913,787.4906080000001
10914,114.812947
10915,95.075795
10916,176.63229700000002
10917,70.09741
10918,127.08467300000001
10919,795.674413
10920,79.347321
10921,144.20885600000003
10922,105.98491199999998
10923,143.87098
10924,228.21848699999998
10925,90.25574800000001
10926,333.746366
10927,808.909695
10928,145.08604
10929,798.9194689999999
10930,121.703658
10931,287.808193
10932,147.63410999999996
10933,243.97779399999996
10934,148.975146
10935,135.86228200000002
10936,113.60777900000001
10937,290.458655
10938,99.690808
10939,158.91138999999998
10940,124.351421
10941,112.710316
10942,231.62607599999998
10943,122.86918
10944,223.552033
10945,165.91643899999997
10946,142.700855
10947,126.67862399999999
10948,113.165155
10949,302.460595
10950,253.91474299999996
10951,39.306143999999996
10952,149.150123
10953,147.946358
10954,153.301442
10955,225.85682699999998
10956,254.395365
10957,225.612645
10958,224.98435
10959,136.75552900000002
10960,84.80838299999999
10961,260.35141400000003
10962,116.47430200000002
10963,38.050391
10964,202.1932
10965,147.429891
10966,176.411061
10967,157.09427200000002
10968,136.506944
10969,81.97589200000002
10970,129.29719599999999
10971,150.02975
10972,149.96464199999997
10973,154.10639500000002
10974,80.985274
10975,159.268088
10976,106.09756700000001
10977,279.02601599999997
10978,147.094526
10979,171.155936
10980,187.11773599999998
10981,89.29928699999999
10982,222.57489099999998
10983,243.168926
10984,252.445014
10985,966.218803
10986,797.92732
10987,107.14312099999998
10988,105.88764200000001
10989,79.99552600000001
10990,183.03160400000002
10991,883.236795
10992,148.96703100000002
10993,118.818071
10994,32.083522
10995,151.500021
10996,810.24323
10997,900.4298020000001
10998,254.80044499999997
10999,210.42409199999997
11000,157.371104
11001,227.01005999999998
11002,828.0914290000001
11003,156.74762899999996
11004,32.083522
11005,103.30503399999999
11006,135.792037
11007,32.083522
11008,801.615583
11009,227.78598599999998
11010,168.52641999999997
11011,76.67154
11012,116.68926
11013,143.51262399999996
11014,138.242445
11015,265.20640499999996
11016,148.378202
11017,263.42578000000003
11018,203.53531900000002
11019,257.591447
11020,38.058796
11021,38.041725
11022,302.227659
11023,328.471436326
11024,274.18014600000004
11025,38.570893
11026,87.874619
11027,800.531078
11028,899.598313
11029,281.225192
11030,154.353708
11031,38.485018
11032,106.278685
11033,263.835167
11034,153.758644
11035,795.615272
11036,70.770071
11037,229.791854
11038,125.470272
11039,273.84326400000003
11040,114.70658700000001
11041,267.183536
11042,811.892715
11043,139.85308799999999
11044,260.076766
11045,144.68760600000002
11046,166.833358
11047,32.08513
11048,218.87973399999998
11049,805.7182230000001
11050,150.73917699999998
11051,130.46158
11052,93.952078
11053,184.89317599999998
11054,113.25825599999999
11055,844.6004129999999
11056,316.04158
11057,77.72894
11058,130.984796
11059,154.900271
11060,152.606086
11061,806.094092
11062,143.576341
11063,154.182955
11064,327.332651
11065,153.751301
11066,38.073976
11067,276.031736
11068,145.62957999999998
11069,798.6221109999999
11070,382.313675
11071,70.072361
11072,159.39187699999997
11073,216.424257
11074,151.66740000000001
11075,160.35094199999997
11076,226.891957
11077,133.41161300000002
11078,150.710379
11079,268.98773
11080,837.8305109999999
11081,214.24001299999998
11082,118.34386199999999
11083,178.46035999999998
11084,238.45489499999996
11085,227.63973799999997
11086,155.300527
11087,152.577751
11088,137.892704
11089,117.32881599999999
11090,256.90470823000004
11091,258.44771299999996
11092,141.805975
11093,232.806065
11094,134.061077
11095,155.19500699999998
11096,295.20320300000003
11097,114.560653
11098,236.582401
11099,271.200474
11100,86.632319
11101,827.394164
11102,123.19376599999998
11103,37.940457
11104,171.88383900000002
11105,141.876715
11106,101.15007500000002
11107,150.71286500000002
11108,140.452704
11109,143.390735
11110,315.64247800000004
11111,141.011
11112,768.5724250000001
11113,82.776782
11114,140.296416
11115,113.69176300000001
11116,147.93061
11117,305.14694299999996
11118,158.743646
11119,154.13566500000002
11120,787.6193149999999
11121,32.083522
11122,815.601615
11123,92.88862800000001
11124,255.13996399999996
11125,143.315867
11126,38.045148
11127,797.307276
11128,105.50049800000001
11129,250.929516
11130,153.66634100000002
11131,32.083522
11132,196.51999899999998
11133,108.88468
11134,126.02587199999999
11135,236.78603999999999
11136,37.954523
11137,370.368874
11138,32.083522
11139,37.994791
11140,276.649523
11141,813.9784440000001
11142,141.291629
11143,192.353666
11144,210.80046799999997
11145,78.992852
11146,868.6807120000001
11147,148.443912
11148,187.363144
11149,148.2544
11150,101.59440500000001
11151,257.411694
11152,142.482123
11153,157.465218
11154,214.37928699999998
11155,782.8695379999999
11156,108.417281
11157,156.59737199999995
11158,331.360937
11159,259.014624
11160,140.467108
11161,229.307281
11162,37.963710999999996
11163,140.945187
11164,118.59267499999999
11165,257.317815
11166,105.543799
11167,370.68436899999995
11168,324.409573
11169,117.04819
11170,84.635077
11171,122.49343000000002
11172,125.021681
11173,161.36780000000002
11174,102.73726099999999
11175,918.1884130000001
11176,256.90680000000003
11177,192.81142899999998
11178,38.039476
11179,153.479695
11180,151.96847
11181,107.919336
11182,319.974666
11183,157.34794
11184,69.46588700000001
11185,163.03133099999997
11186,137.27034600000002
11187,96.46393200000001
11188,219.786969
11189,159.714067
11190,38.059593
11191,189.43519700000002
11192,78.842064
11193,140.19753200000002
11194,84.94335800000002
11195,102.52517499999999
11196,127.08305200000001
11197,32.083522
11198,125.092951
11199,173.16938
11200,150.93306099999995
11201,95.274572
11202,81.64223100000001
11203,37.996128
11204,142.13950499999999
11205,873.5415290000001
11206,108.91490100000001
11207,874.957431
11208,258.77039399999995
11209,239.632474
11210,804.579047
11211,157.942971
11212,834.6280569999999
11213,255.05354499999999
11214,136.782697
11215,258.092649
11216,210.18190499999997
11217,138.850685
11218,136.50818799999996
11219,817.224835
11220,119.26492799999998
11221,134.53012999999999
11222,181.22968300000002
11223,234.410924
11224,186.168943
11225,148.04205
11226,142.116458
11227,154.84429599999999
11228,157.94235199999997
11229,140.955852
11230,154.362363
11231,807.0579190000001
11232,119.95399
11233,216.34840199999996
11234,171.755366
11235,152.04030100000003
11236,118.490839
11237,95.564382
11238,266.06804
11239,100.66350599999998
11240,918.0203160000001
11241,95.56375000000001
11242,804.2045459999999
11243,38.89326
11244,113.497836
11245,108.98586900000001
11246,861.3827650000001
11247,90.876847
11248,171.37474699999996
11249,124.922183
11250,158.450793
11251,91.685494
11252,120.54629499999999
11253,155.694194
11254,32.083522
11255,126.700268
11256,778.0542660000001
11257,96.746409
11258,257.993421
11259,130.517789
11260,146.521943
11261,129.832815
11262,156.13368299999996
11263,924.9955
11264,32.117837
11265,73.74766
11266,832.470442
11267,868.4206919999999
11268,32.083522
11269,218.175004
11270,71.598758
11271,843.5490159999999
11272,791.1040800000001
11273,95.910683
11274,148.92013000000003
11275,945.1891009999999
11276,157.293864
11277,257.039284
11278,104.50707599999998
11279,164.95020100000002
11280,149.54859599999997
11281,805.559178
11282,385.004868
11283,286.631944
11284,100.747447
11285,38.09578756
11286,39.119525
11287,791.8819149999999
11288,864.9990929999999
11289,301.50034500000004
11290,75.59552400000001
11291,41.244800999999995
11292,130.198886
11293,132.634692
11294,148.003124
11295,38.039179
11296,842.178332
11297,141.28645
11298,151.569161
11299,107.88535299999998
11300,150.191312
11301,133.910811
11302,243.305233
11303,277.495159
11304,123.436172
11305,155.366027
11306,807.9844069999999
11307,220.09253999999999
11308,32.083522
11309,130.29004700000002
11310,279.768465
11311,108.611631
11312,99.24010299999998
11313,149.560205
11314,249.48219999999998
11315,256.972165
11316,38.008784999999996
11317,79.80024800000001
11318,106.553814
11319,315.144376
11320,261.16602800000004
11321,175.72046200000003
11322,163.351823
11323,114.245133
11324,128.70459599999998
11325,87.733157
11326,158.965924
11327,148.48851000000002
11328,314.48924700000003
11329,77.89325300000002
11330,38.042544
11331,159.686553
11332,226.418559
11333,90.25977700000001
11334,350.147677
11335,67.914906
11336,32.083522
11337,169.73327999999998
11338,144.536751
11339,321.561549
11340,258.202254
11341,149.91033
11342,104.258294
11343,89.79504600000001
11344,811.118804
11345,142.477291
11346,103.561186
11347,236.01286899999997
11348,178.434634
11349,125.59722699999999
11350,175.796127
11351,825.787977
11352,200.035931
11353,262.570096
11354,253.48378799999998
11355,152.488901
11356,141.16509399999995
11357,230.768264
11358,176.40733
11359,142.209137
11360,127.48181199999999
11361,155.96052
11362,37.988919
11363,221.717996
11364,38.014285
11365,272.37117
11366,178.870336
11367,142.91225100000003
11368,149.42449100000002
11369,145.336748
11370,260.52541199999996
11371,125.45011200000002
11372,805.5227010000001
11373,97.043092
11374,142.693983
11375,38.006186
11376,149.810823
11377,163.03143200000002
11378,124.065127
11379,38.031636
11380,38.583215
11381,172.18947300000002
11382,124.085113
11383,160.392535
11384,94.538542
11385,214.22373999999996
11386,158.12168400000002
11387,143.27907
11388,120.11528799999999
11389,235.44201299999997
11390,253.53923599999996
11391,813.11284
11392,107.095747
11393,90.12826000000001
11394,38.71605
11395,126.95414199999999
11396,838.6371550000001
11397,141.273618
11398,112.03610400000001
11399,340.748623
11400,126.28405900000001
11401,125.650204
11402,212.14836599999995
11403,820.6925840000001
11404,134.82771799999998
11405,129.178186
11406,136.995334
11407,38.005185
11408,233.71777499999996
11409,203.871273
11410,167.699256
11411,85.30702099999999
11412,125.018313
11413,153.034637
11414,38.111377
11415,250.54970599999996
11416,152.44125399999996
11417,839.724303
11418,32.083522
11419,38.103884
11420,150.44143000000003
11421,824.9086890000001
11422,261.98385
11423,106.45548600000001
11424,218.768395
11425,131.786266
11426,145.39905100000001
11427,228.65462400000004
11428,80.30373500000002
11429,38.097865999999996
11430,232.918657
11431,129.005711
11432,143.999307
11433,114.94331299999999
11434,269.71292500000004
11435,38.00033
11436,142.12128
11437,83.889263
11438,110.80096799999998
11439,304.75831100000005
11440,32.083765
11441,136.195006
11442,273.198776
11443,151.462829
11444,125.09061799999998
11445,94.625239
11446,71.94104999999999
11447,142.755144
11448,135.086248
11449,116.853638
11450,117.60270300000002
11451,159.949697
11452,258.965553
11453,128.305756
11454,245.15701099999995
11455,278.744192
11456,119.199921
11457,113.580784
11458,220.78941399999997
11459,91.15975399999999
11460,144.691602
11461,248.91923500000001
11462,161.208033
11463,81.67927
11464,144.706453
11465,781.868972
11466,79.864912
11467,96.53114400000001
11468,147.091708
11469,130.17141700000002
11470,287.434264
11471,165.24807399999997
11472,108.88777999999999
11473,112.29394100000002
11474,805.8986930000001
11475,32.083544
11476,107.21020399999999
11477,109.990628
11478,129.39696899999998
11479,185.80500999999998
11480,125.734722
11481,80.17977300000001
11482,171.29051399999997
11483,844.3203550000001
11484,38.055033
11485,294.744502
11486,96.75786
11487,149.903893
11488,312.206736
11489,147.24462799999998
11490,148.227786
11491,227.52018799999996
11492,87.45274700000002
11493,134.56037
11494,144.62259699999998
11495,915.666698
11496,157.162073
11497,260.32160600000003
11498,840.339917
11499,129.028144
11500,157.35970899999995
11501,232.87298399999997
11502,115.905548
11503,119.50705199999999
11504,152.39815000000002
11505,120.35788400000001
11506,256.059417
11507,122.701155
11508,142.265871
11509,244.985239
11510,168.768663
11511,129.949109
11512,102.61776400000001
11513,184.557745
11514,224.758172
11515,236.80134399999997
11516,93.97111000000001
11517,116.087152
11518,240.06343099999998
11519,265.130962
11520,38.037951
11521,42.103025
11522,113.19997699999999
11523,133.809486
11524,252.647842
11525,38.025557
11526,154.36459
11527,69.320183
11528,116.801771
11529,127.61234300000001
11530,145.744755
11531,253.886425
11532,144.91313000000002
11533,169.94285100000002
11534,125.91821200000001
11535,162.766074
11536,138.120702
11537,79.389772
11538,157.90189600000002
11539,179.99632000000003
11540,283.757722
11541,797.006095
11542,32.083522
11543,76.963582
11544,90.53706500000001
11545,177.50410200000002
11546,274.486338
11547,32.083522
11548,806.8175510000001
11549,117.50042499999999
11550,126.253174
11551,248.17110599999998
11552,877.322122
11553,115.39819800000001
11554,97.43565900000002
11555,234.76610699999998
11556,77.73491000000001
11557,169.836852
